"Stock","Client Name","Client Category","Action*","Reported To/By Exchange","Quantity","Post Transaction Holding","Traded %","Avg. Price","Value","Period","Regulation (Insider/SAST)","Security Type","Mode"
"Tata Consumer ","Tarun Varma","Designated Person","Acquisition","2026-08-14","8819","9579","0.00","1081.5","9,537,749","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","ESOP"
"Retaggio Industries","Retaggio Ventures LLP","Promoter Group","Acquisition","2026-08-14","560000","1000000","3.04","19.5","10,920,000","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","Conversion of security"
"Infosys","Infosys Employee Benefits Trust","Trust","Disposal","2026-08-14","7460","7924254","0.00","1175","8,765,500","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","Off Market"
"Berger Paints","Kaushik Sarkar","Designated Person","Disposal","2026-08-14","731","7000","0.00","560","409,360","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","Market Sale"
"Sugs Lloyd","SANTOSH KUMAR SHAH","Promoter and Director","Acquisition","2026-08-14","6000","163000","0.03","165.4","992,289","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Purchase"
"Sacheta Metals","PRANAV SATISHKUMAR SHAH","Promoter Group","Acquisition","2026-08-14","6000","11466670","0.00","3.8","22,740","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","Market Purchase"
"Nalin Lease Finance","Nplus Consultants Pvt Ltd","Promoter","Acquisition","2026-08-14","66000","336073","1","","-","29 Jul 2026  29 Jul 2026","SAST (29(2))","-","Market"
"Purple Wave Infocom","Yash Patel & Others","Other","Acquisition","2026-08-14","1438000","1685000","15.55","","-","29 Jul 2026  29 Jul 2026","SAST (29(1))","-","Market"
"Adishakti Loha & Ispat","Pawan Kumar Mittal & Rukmani Devi Mittal","Promoter","Disposal","2026-08-14","220000","2058000","1.75","","-","23 Jun 2026  28 Jul 2026","SAST (29(2))","-","Market"
"Adishakti Loha & Ispat","Pine View Portfolio Consultants Pvt Ltd","Other","Disposal","2026-08-14","320000","1360000","2.55","","-","17 Jun 2026  22 Jun 2026","SAST (29(2))","-","Market"
"Adishakti Loha & Ispat","Pine View Portfolio Consultants Pvt Ltd","Other","Disposal","2026-08-14","310000","1050000","2.46","","-","24 Jun 2026  03 Jul 2026","SAST (29(2))","-","Market"
"Nalin Lease Finance","Dilipkumar Gandhi","Promoter","Disposal","2026-08-14","66000","2711970","1","","-","29 Jul 2026  29 Jul 2026","SAST (29(2))","-","Market"
"Maxgrow","Sadhana Uday Chourasia & Other","Other","Disposal","2026-08-14","1125513","35950559","2.82","","-","28 Jul 2026  28 Jul 2026","SAST (29(2))","-","Off Market Transfer"
"GAMCO","Rashi Goenka","Promoter","Acquisition","2026-08-14","39706","1535539","0.07","","-","24 Jul 2026  28 Jul 2026","SAST (29(2))","-","Market"
"Adishakti Loha & Ispat","Pine View Portfolio Consultants Pvt Ltd","Other","Disposal","2026-08-14","540000","510000","4.29","","-","27 Jul 2026  28 Jul 2026","SAST (29(2))","-","Market"
"Plastiblends","Varun Kabra & Jyoti Kabra","Promoter","Acquisition","2026-08-14","2302084","-","8.85","","-","01 Jan 1900  01 Jan 1900","SAST (10(5))","-","None"
"Adishakti Loha & Ispat","Pine View Portfolio Consultants Pvt Ltd","Other","Disposal","2026-08-14","300000","1700000","2.38","","-","15 Jun 2026  16 Jun 2026","SAST (29(2))","-","Market"
"L T Elevator","Bandhan Small Cap Fund","Other","Acquisition","2026-08-14","1080000","1080000","5.08","","-","27 Jul 2026  27 Jul 2026","SAST (29(1))","-","Pref. Allotment"
"Purple Agrotech Industries","Sanjeev Lunkad & PACs","Other","Acquisition","2026-08-14","7500","732858","0.09","","-","15 Jul 2026  15 Jul 2026","SAST (29(1))","-","Market"
"GAMCO","Raj Goenka","Promoter","Acquisition","2026-08-14","10000","1314966","0.01","","-","27 Jul 2026  28 Jul 2026","SAST (29(2))","-","Market"
"Goldline Pharmaceutical","Prashant Shrikrishna Karkare","Other","Acquisition","2026-08-14","27000","27003","0.28","","-","28 Jul 2026  28 Jul 2026","SAST (29(2))","-","Market"
"Newjaisa Tech","Mukunda Raghavendra","Promoter","Sale","2026-08-14","666000","450062","-","","-","13 Dec 2024  04 Aug 2026","SAST (Reg29(2))","Equity shares","Open Market"
"Newjaisa Tech","Vishesh Handa","Promoter","Sale","2026-08-14","693000","21626752","-","","-","26 Nov 2024  05 Jan 2026","SAST (Reg29(2))","Equity shares","Open Market"
"Jalan Transolutions","Mr. Manish Jalan","Promoter","Sale","2026-08-14","600000","1211130","-","","-","07 Aug 2026  07 Aug 2026","SAST (Reg29(2))","Equity shares","Open Market"
"Shaily Engineering ","Prajapati Himanshu S","Designated Person","Disposal","2026-08-14","600","1050","0.00","3450","2,070,000","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"Shaily Engineering ","Jignesh Manubhai Shah","Designated Person","Disposal","2026-08-14","400","4474","0.00","3524.8","1,409,914","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Sale"
"Mapro Industries","Nitinkumar Dindayal Didwania","Other","Disposal","2026-08-14","325000","79000","3.87","","-","09 Jul 2026  09 Jul 2026","SAST (29(2))","-","Market"
"Purple Agrotech Industries","Sanjeev Lunkad & PACs","Other","Acquisition","2026-08-14","7500","432858","0.09","","-","15 Jul 2026  15 Jul 2026","SAST (29(1))","-","Market"
"Tenneco Clean Air","Tenneco (Mauritius) Limited","Promoter","Disposal","2026-08-14","9967910","16766351","2.47","525","5,233,152,750","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"Smiths & Founders","Hema Sathish","Immediate Relative","Disposal","2026-08-14","71804","5019648","0.07","14.5","1,040,388","31 Jul 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"Tenneco Clean Air","Tenneco Mauritius Holdings Limited","Promoter","Disposal","2026-08-14","50572736","192472689","12.53","525.3","26,567,438,894","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"Suditi Industries","TANAY PAWAN AGARWAL","Promoter Group","Acquisition","2026-08-14","1500000","3035000","3.02","20.6","30,937,500","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Preferential Offer"
"Suditi Industries","PAWAN AGARWAL","Promoter Group","Acquisition","2026-08-14","3000000","15813398","6.05","20.6","61,875,000","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Preferential Offer"
"Healthcare Global","Sunu Manuel","KMP","Revoke","2026-08-14","38799","64849","0.03","721.4","27,989,599","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","None"
"Kovai Medical Center","Palaniswami N","Promoter and Director","Acquisition","2026-08-14","1259725","1269725","11.51","0","0","11 Aug 2026  12 Aug 2026","Insider Trading","Equity","Inheritance"
"Affle 3I","Affle (India) Limited Employees Welfare Trust","Trust","Disposal","2026-08-14","5393","234118","0.00","1655.2","8,926,456","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","ESOP"
"Affle 3I","Affle (India) Limited Employees Welfare Trust","Trust","Disposal","2026-08-14","8930","246119","0.01","1671.1","14,923,066","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","ESOP"
"NCL Industries","Kalidindi Ravi","Promoter and Director","Acquisition","2026-08-14","1698","3259403","0.00","173.5","294,552","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","Market Purchase"
"Affle 3I","Affle (India) Limited Employees Welfare Trust","Trust","Disposal","2026-08-14","6608","239511","0.00","1050","6,938,400","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","ESOP"
"DEE Development","Krishan Lalit Bansal","Promoter and Director","Acquisition","2026-08-13","398406","35598772","0.53","0.0","4","29 Jul 2026  29 Jul 2026","Insider Trading","Equity","Allotment"
"Fischer Medical","Shankar Varadharajan","Promoter","Acquisition","2026-08-13","1500000","80001530","0.23","23.4","35,100,000","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","Conversion of security"
"T T","T. T. BRANDS LIMITED","Promoter Group","Acquisition","2026-08-13","77385","89038707","0.03","6.0","466,963","12 Aug 2026  13 Aug 2026","Insider Trading","Equity","Market Purchase"
"KPIT Technologies","KPIT Technologies Limited Employees Welfare Trust","Other","Disposal","2026-08-13","18220","1681747","0.01","10","182,200","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","ESOP"
"Dr. Lal Pathlabs","Abhishek Aggarwal","Designated Person","Disposal","2026-08-13","1000","0
                
                
                    (0%)","0.00","1972.6","1,972,620","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"SAR Auto Products","SHREYAS RAMESHBHAI VIRANI","Promoter and Director","Disposal","2026-08-13","2490","1302093","0.05","4008.7","9,981,760","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"Fischer Medical","FMV Holdings Pte Ltd","Promoter","Acquisition","2026-08-13","9778217","346971001","1.50","23.4","228,810,278","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","Conversion of security"
"Bluestone Jewellery","Gaurav Singh","Director","-","2026-08-13","5016087","24465127","3.28","0","0","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Pledge Creation"
"T T","SANJAY KUMAR JAIN","Promoter Group","Acquisition","2026-08-13","14202","6091548","0.01","5.9","83,648","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Purchase"
"Bluestone Jewellery","Jayesh Saraf","Designated Person","Disposal","2026-08-13","1000","353","0.00","871.5","871,540","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"Dr. Lal Pathlabs","Manoj Kumar Garg","Designated Person","Disposal","2026-08-13","500","53400","0.00","1950","975,000","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"Sterlite Tech","Navin Agarwal","Promoter Group","Disposal","2026-08-13","2500","146945","0.00","682","1,705,000","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","Market Sale"
"Metropolis Healthcare","Duru Shah Family Trust","Promoter Group","Disposal","2026-08-13","1050000","21868740","0.51","564","592,200,000","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Sale"
"Dr. Lal Pathlabs","Dr. Lal PathLabs Employee Welfare Trust","Other","Disposal","2026-08-13","8590","757208","0.01","984.8","8,459,559","11 Aug 2026  12 Aug 2026","Insider Trading","Equity","ESOP"
"Dr. Lal Pathlabs","Manoj Kumar Garg","Designated Person","Acquisition","2026-08-13","3000","56400","0.00","965.0","2,895,090","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","ESOP"
"Callista Industries","Sanjay Kumar Rameshbhai Bhalani","Promoter","Disposal","2026-08-13","388940","0
                
                
                    (0%)","4.55","0","0","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Off Market"
"Hi-Tech Pipes","VIPUL BANSAL","Promoter Group","Acquisition","2026-08-13","2000000","2000000","0.98","25","50,000,000","07 Aug 2026  07 Aug 2026","Insider Trading","Warrant","Preferential Offer"
"Callista Industries","Jignesh B Rajpara","Promoter","Disposal","2026-08-13","288261","100000","3.37","0","0","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Off Market"
"Hi-Tech Pipes","HI-TECH AGROVISION PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-13","3000000","3000000","1.48","25","75,000,000","07 Aug 2026  07 Aug 2026","Insider Trading","Warrant","Preferential Offer"
"Dr. Lal Pathlabs","Abhishek Aggarwal","Designated Person","Acquisition","2026-08-13","1000","1000","0.00","1425.7","1,425,720","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","ESOP"
"Dr. Lal Pathlabs","Amit Aggarwal","Designated Person","Disposal","2026-08-13","1700","0
                
                
                    (0%)","0.00","1974.5","3,356,600","12 Aug 2026  13 Aug 2026","Insider Trading","Equity","Market Sale"
"Hi-Tech Pipes","AKS BUILDCON PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-13","4000000","4000000","1.97","25","100,000,000","07 Aug 2026  07 Aug 2026","Insider Trading","Warrant","Preferential Offer"
"KPIT Technologies","KPIT Technologies Limited Employees Welfare Trust","Other","Disposal","2026-08-13","20580","1661167","0.01","10","205,800","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","ESOP"
"Metropolis Healthcare","Metz Advisory LLP","Promoter","Disposal","2026-08-13","1050000","61714864","0.51","564","592,200,000","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Sale"
"Bluestone Jewellery","Gaurav Singh","Director","Revoke","2026-08-13","5016087","24465127","3.28","0","0","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","None"
"Dr. Lal Pathlabs","Amit Aggarwal","Designated Person","Acquisition","2026-08-13","1700","1700","0.00","1101.1","1,871,820","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","ESOP"
"Thyrocare Tech","Docon Technologies Private Limited","Promoter","Disposal","2026-08-13","2601039","81200000","1.63","625.9","1,628,065,198","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","Market Sale"
"Three M Paper Boards","HITENDRA DHANJI SHAH","Promoter and Director","Acquisition","2026-08-13","2000","9152760","0.01","24","48,000","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","Market Purchase"
"Thyrocare Tech","Docon Technologies Private Limited","Promoter","Disposal","2026-08-13","13168657","83801039","8.27","618.9","8,150,539,280","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","Block Deal"
"Thyrocare Tech","Docon Technologies Private Limited","Promoter","-","2026-08-13","17500000","96969696","10.99","622.1","10,886,750,000","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","None"
"Zodiac JRD MKJ","Bluerock Infrastructure Solutions LLP","Promoter","Disposal","2026-08-13","50000","658848","0.45","","-","30 Jun 2026  30 Jun 2026","SAST (29(2))","-","Market"
"Westlife Foodworld","Starlight Trust","Promoter","Acquisition","2026-08-13","2974065","87946083","1.91","","-","28 Jul 2026  28 Jul 2026","SAST (29(2))","-","Off Market / Inter se transfer"
"KEI Industries","Kishore Kunal","KMP","Disposal","2026-08-13","500","41467","0.00","5631.9","2,815,958","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Sale"
"RPP Infra Projects","Mr. P Arul Sundaram","Promoter and Director","Disposal","2026-08-13","359837","5608000","0.73","59.2","21,305,949","11 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"RPP Infra Projects","Ms. A Nithya","Promoter and Director","Disposal","2026-08-13","1092242","2627427","2.20","58.5","63,915,013","11 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"KEI Industries","Kishore Kunal","KMP","Disposal","2026-08-13","1000","40467","0.00","5671.8","5,671,840","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"Newjaisa Tech","Mukunda Raghavendra","Promoter","Sale","2026-08-13","666000","450062","-","","-","04 Aug 2026  04 Aug 2026","SAST (Reg29(2))","Equity shares","Open Market"
"Newjaisa Tech","Vishesh Handa","Promoter","Sale","2026-08-13","693000","21626752","-","","-","05 Jan 2026  05 Jan 2026","SAST (Reg29(2))","Equity shares","Open Market"
"Omfurn","Mr. Mahendra Chitbahal Vishwakarma","Promoter","Acquisition","2026-08-13","6000","1724400","-","","-","07 Aug 2026  07 Aug 2026","SAST (Reg29(2))","Equity shares","Open Market"
"Sacheta Metals","PRANAV SATISHKUMAR SHAH","Promoter Group","Acquisition","2026-08-13","18500","11460670","0.01","3.8","70,485","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Purchase"
"Sri Lotus Developers","Saurabh Gupta","Employee","Disposal","2026-08-13","1728","0
                
                
                    (0%)","0.00","170","293,760","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Sale"
"Waaree Energies","C T Doshi Family Trust","Promoter","Acquisition","2026-08-13","126982903","-","44.14","","-","16 Jul 2026  16 Jul 2026","SAST (10(5))","-","None"
"Vishal Mega Mart","Kotak Mahindra Mutual Fund","Other","Acquisition","2026-08-13","1554062","234305556","0.03","","-","01 Jul 2026  01 Jul 2026","SAST (29(1))","-","Market"
"Waaree Energies","C. T. Doshi Family Trust","Other","Acquisition","2026-08-13","126982903","-","44.14","","-","16 Jul 2026  16 Jul 2026","SAST (10(6))","-","-"
"Waaree Energies","Chimanlal Tribhuvandas Doshi","Promoter","Disposal","2026-08-13","126982903","4690309","44.14","","-","16 Jul 2026  16 Jul 2026","SAST (29(2))","-","Off Market Transfer"
"Waaree Energies","C. T. Doshi Family Trust","Promoter","Acquisition","2026-08-13","126982903","126982903","44.14","","-","16 Jul 2026  16 Jul 2026","SAST (29(1))","-","Off Market"
"Waaree Energies","C. T. Doshi Family Trust","Promoter","Acquisition","2026-08-13","126982903","126982903","44.14","","-","16 Jul 2026  16 Jul 2026","SAST (29(2))","-","Off Market"
"Kaiser Corporation","Amav Enterprises Private Limited","Promoter","Disposal","2026-08-13","63815","800000","0.12","6.1","387,842","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Sale"
"Kaiser Corporation","Prit Hi –Power Private Limited","Promoter","Disposal","2026-08-13","511544","331056","0.97","6.1","3,108,956","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Sale"
"Happy Forgings","GURJINDER SINGH","Designated Person","Disposal","2026-08-13","90","5","0.00","1999","179,910","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"TruAlt Bioenergy","NIRANI HOLDINGS PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-13","20000","1439136","0.02","467.6","9,351,200","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Purchase"
"Happy Forgings","BAJIRAO PADURANG PATIL","Designated Person","Disposal","2026-08-13","862","18","0.00","1900","1,637,800","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Sale"
